﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:0zAI2qtXyhwuTDClivPG7a","Carita de Luna","Claudia Acuna","Luna","1","11","215106","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-28T15:43:00Z"
"spotify:track:2fCajxbOhSeGtzCSgK2ZvJ","Chega De Saudade","Antônio Carlos Jobim, Gal Costa, Vinícius de Moraes","Blue Bossa & Cool Jazz","1","4","228533","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-28T15:51:22Z"
"spotify:track:1tkV8dyHlKZY8NdMsm09GZ","Central Park Sunday","Marc Russo","SimCity 3000 (Original Soundtrack)","1","13","331546","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-28T15:52:14Z"
"spotify:track:3r97RvWNz8mx47HGBKcWxq","Vai Levando","Caetano Veloso","Bossa e Sentimento, Número um (The Spirit Of Rio de Janeiro)","1","3","156800","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-28T15:52:54Z"
"spotify:track:2CCmWJZGzxAvLnMks8y4Li","Joint 17","Yussef Kamaal","Black Focus","1","10","499106","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T09:29:40Z"
"spotify:track:7J4yPjRjWY8EU0ZY2yyNvb","Bida Mariadu","Lura","M'Bem di Fora","1","1","293653","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T09:31:40Z"
"spotify:track:17UXJldxw6BDUxVoDjemkK","石の教会","bohemianvoodoo","MOMENTS","1","1","277840","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T09:34:48Z"
"spotify:track:5Rgo9m5dg3cl4h4xLtyXyT","Thang (hips)","Esperanza Spalding","12 Little Spells (Deluxe Edition)","1","4","275080","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T09:45:04Z"
"spotify:track:5PLZNowM876Uy5et6zuBZq","Adria Blue","bohemianvoodoo","echoes","1","8","306413","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T09:47:42Z"
"spotify:track:46BCpYx2ERUE5Rjk9dB1qh","Ruby My Dear","Roy Hargrove","Diamond In The Rough","1","2","373413","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T09:47:58Z"
"spotify:track:3C3ZfMwFPTsa3tIPKzQHmo","Casanova","Floex","Zorya","1","2","350560","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T09:51:55Z"
"spotify:track:15ouqiBsgL12olEwP3COsH","Águas De Março","Elis Regina, Antônio Carlos Jobim","Elis & Tom","1","1","214366","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T16:49:17Z"
"spotify:track:1v1Rp53Yo1kaWD1JdCGgTO","Brand New Day","Hiromi, Anthony Jackson, Simon Phillips","Move: The Trio Project","1","2","422226","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T16:53:29Z"
"spotify:track:2QlrbKvkpaG3dbHVHpj161","Cap'tain Ferber","Biréli Lagrène Trio","Just the Way You Are","1","8","203373","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T16:57:24Z"
"spotify:track:6jXAdaU4wshOAHXCUVvkn3","Cherokee","Kamasi Washington","The Epic","3","2","494466","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T17:10:10Z"
"spotify:track:0u4k2ubia2vVjSzs0oxqcF","Pra Manha","Da Lata","Late Night Tales: Another Late Night - Zero 7","1","7","373133","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T17:12:04Z"
"spotify:track:7hi5Z62sazICeGInoSnRbx","Desert on the Moon","Hiromi","Brain","1","5","426573","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-29T17:14:02Z"
"spotify:track:0maXAe5BPZbEmr97VtfB5g","Land of the Third Eye","Dave Valentin","Land of the Third Eye (Expanded Edition)","1","5","416786","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T13:39:03Z"
"spotify:track:1w5QdtS4IlIGJvKL3n8cSO","Come to Me","Mario Biondi","Best of Soul","2","6","319013","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T13:58:57Z"
"spotify:track:1Gv108oQTvHepjTtG66vg3","The Exchange","The JuJu Exchange","Exchange","1","2","204635","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T13:59:42Z"
"spotify:track:6sGOEfonSFvbSmRifPfrpt","Angustiado","Omar Sosa & NDR Bigband","Es:sensual","1","7","779430","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T14:24:40Z"
"spotify:track:3qa7Yf1pcI3yon5SwFvayo","Double Up","The Dave Weckl Band","Perpetual Motion","1","1","336666","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T14:33:05Z"
"spotify:track:04tbZ2D8eHYEwT4KmoHzUL","Discobot","Progger","Populace","1","1","498226","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T14:34:32Z"
"spotify:track:5UoaCCka4gNSrSS0Gh3zWH","Door into Summer","The Greg Foat Group","The Dancers at the Edge of Time","1","2","301733","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T14:39:09Z"
"spotify:track:6ecdqREAHHpR43oV9eSJX3","Elastic","Endless Season","Endless Season","1","8","303173","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T14:42:24Z"
"spotify:track:4pAln8on4NczzE3HRR4Rsq","Intro - Ladies and Gentlemen Introducing Mario Biondi","Mario Biondi","Sun","1","1","43013","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T14:47:15Z"
"spotify:track:6u7MfJPdKanbOe5fGRah5k","Henrietta Our Hero","Kamasi Washington","The Epic","2","5","433760","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-01T16:54:29Z"
"spotify:track:3AfZBunOMM8nRLpYQB3h6I","Just A Love Child - Remastered 1999","Bobbi Humphrey","Blacks And Blues","1","3","395426","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-03T13:27:37Z"
"spotify:track:6mKFT7IgERt29YwYJxY554","Central Park West","Eric Alexander","Touching","1","5","391893","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-03T13:29:07Z"
"spotify:track:2z1lkuvhdiZqas1C5SNTWP","Last Summer","Jimmy Greene","Beautiful Life","1","2","398000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-03T13:44:17Z"
"spotify:track:70rOhOKh44Ba1TsU7x2fNt","Nostalgia in Times Square","Mingus Big Band","Nostalgia in Times Square","1","1","400666","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-03T13:48:29Z"
"spotify:track:6weiB9axny7btOPwKE6g1s","MANSHINSOUI","Calmera","MANSHINSOUI","1","1","219500","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-03T14:00:31Z"
"spotify:track:6O3hzrusspP0zBLEIvEmMq","Deixar Você","Cesar Camargo Mariano, Pedro Mariano","Piano & Voz","1","3","269351","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-03T14:19:48Z"
"spotify:track:0DKvzig7rwfWTZ0gvb0Zfx","Hell's Bells","Bill Bruford","Master Strokes 1978-1985","1","1","214333","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T12:43:10Z"
"spotify:track:0q2uzb2b8V9MySUOBmkfO7","Bullet Train","Steps","Step By Step","1","4","331973","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T12:54:45Z"
"spotify:track:6J5TRfMrS7OCb4PbgueTO5","Make Someone Happy (with Gregory Porter)","Jeff Goldblum & The Mildred Snitzer Orchestra, Gregory Porter","I Shouldn’t Be Telling You This","1","10","282702","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T13:26:26Z"
"spotify:track:1RC6SuttZH5Opxqdt0ibZs","Let's Face The Music And Dance (with Sharon Van Etten)","Jeff Goldblum & The Mildred Snitzer Orchestra, Sharon Van Etten","I Shouldn’t Be Telling You This","1","1","246595","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T13:28:53Z"
"spotify:track:5IOBG1sXMviaMar5KSXl8O","My Baby Just Cares For Me - Live","Jeff Goldblum & The Mildred Snitzer Orchestra, Haley Reinhart","The Capitol Studios Sessions","1","3","314786","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T13:40:03Z"
"spotify:track:52UEAt2D3kIbW0inKMdlLp","The Sidewinder / The Beat Goes On (with Inara George)","Jeff Goldblum & The Mildred Snitzer Orchestra, Inara George","I Shouldn’t Be Telling You This","1","2","271915","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T13:42:53Z"
"spotify:track:5HuEHU71VWcyQI6KUsfkBK","Cantaloupe Island - Live","Jeff Goldblum & The Mildred Snitzer Orchestra","The Capitol Studios Sessions","1","1","342746","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T13:47:10Z"
"spotify:track:33MdE07j0MEjjJ6vWdjrQt","The Kicker","Jeff Goldblum & The Mildred Snitzer Orchestra","I Shouldn’t Be Telling You This","1","5","226635","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T13:58:41Z"
"spotify:track:4SW6JHzZ7Ehvp2RLZt6Yxt","Straighten Up And Fly Right - Live","Jeff Goldblum & The Mildred Snitzer Orchestra, Imelda May, Till Brönner","The Capitol Studios Sessions","1","4","193066","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T14:20:36Z"
"spotify:track:6QJT16QV1nGu0ZPjL4HCMe","Bossa Antigua","Paul Desmond","The Complete RCA Victor Recordings","1","1","284373","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T19:04:51Z"
"spotify:track:4iRp41EK4vlHlEr35GRax1","Out of Sight, Out of Mind","The Reign of Kindo","This is What Happens","1","8","247866","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T19:13:57Z"
"spotify:track:27t09Tqj94srF3fh1Jd46o","Only Trust Your Heart","Kenny Kotwitz, Steve Hobbs, Greg Clayton, Dave Laing, Alec Walkington, John Labelle, North America Jazz Alliance","The Montreal Sessions","1","11","284306","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T19:18:50Z"
"spotify:track:0BkDv1xYZLjtgGZaBsxkN6","One Of Us Is Over 40","Chick Corea Elektric Band","Beneath The Mask","1","3","297866","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T19:20:13Z"
"spotify:track:6xGzI7O9k24wpFDKVXlaye","Old Rag","Keith Jarrett Trio","Somewhere Before","1","9","157706","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T19:25:43Z"
"spotify:track:3uIRJNlXSn6MdS3Osx5CW5","O Samba da Minha Terra","Rosa Passos","Rosa Passos Canta Ary, Tom e Caymmi","1","1","158346","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-05T19:31:18Z"
"spotify:track:7mPkkZtJvtHpaPTqp84raU","Bulgarian Boogie","Koby Israelite","Blues from Elsewhere","1","9","249613","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T09:57:35Z"
"spotify:track:0GUUhTWMylAx5pHDI42t1V","Line For Lyons","Gerry Mulligan, Paul Desmond Quartet","Gerry Mulligan - Paul Desmond Quartet (Expanded Edition)","1","4","188960","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:03:10Z"
"spotify:track:2ukW9zOr51AYeLSmCtTVqW","Não Me Deixe Só","Vanessa Da Mata","Vanessa da Mata","1","1","189666","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:31:03Z"
"spotify:track:2ZK3ct3MDXWAKvW1hYuENg","Child's Play","The Dave Weckl Band","Perpetual Motion","1","2","382666","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:31:29Z"
"spotify:track:72hle3TbBpsvLgEgRzruk6","Mesmer-Eyes","The Dave Weckl Band","Perpetual Motion","1","3","270133","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:33:51Z"
"spotify:track:7no3X3SpHZ01cTPVlH88eI","Far From The Sea","Bebel Gilberto","All In One","1","7","202106","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:36:48Z"
"spotify:track:2tWBZI1WvBNaUzA7e8jzHW","So Nice (Summer Samba)","Marcos Valle","Samba '68","1","3","151093","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:37:43Z"
"spotify:track:3ClMIPI0OAW6SgPAPG0lDB","Go","The Cat Empire","Steal the Light","1","9","205880","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:40:06Z"
"spotify:track:6MCaOLDl0epJPRN76H5S4N","Oba, Lá Vem Ela","Jorge Ben Jor, Trio Mocoto","Força Bruta","1","1","252506","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:45:26Z"
"spotify:track:7dju3RZcfdg2uGikXpWUQC","Make It Last","Nicole Henry","The Very Thought of You","1","12","316440","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:45:45Z"
"spotify:track:56aT6RHzJGhsnprd9bFSvP","Drip","Tigran Hamasyan","Shadow Theater","1","4","251213","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:46:17Z"
"spotify:track:1zvUXGsLk9hpnrJKCthwpb","Two Roses - Shnei shoshanim","Avishai Cohen","Seven Seas","1","9","324786","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:57:23Z"
"spotify:track:0mecXkOqARUQtKL9ofvp7y","Remelexo","Hermeto Pascoal","Ao Vivo (Remasterizado)","1","3","231973","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:59:17Z"
"spotify:track:3ReN51VIR0JEhGXUsnBdIU","Still The One","Derrick Hodge","Live Today","1","8","284066","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T10:59:44Z"
"spotify:track:0lDV0fFZoExtkbPPSAXWea","We Good","The JuJu Exchange","Exchange","1","3","172423","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T11:01:17Z"
"spotify:track:4Y0MpdciNwBXV9xGduVa53","We Can't Breathe","Theo Croker","Escape Velocity","1","9","300586","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T11:03:10Z"
"spotify:track:2CjGCepEkmxYIKt4onadvo","Chuva no mar (feat. Marisa Monte)","Carminho, Marisa Monte","Canto","1","5","204533","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T11:05:54Z"
"spotify:track:7jKZSxBKle19NDbMOgWmm5","Malcolm’s Theme","Kamasi Washington","The Epic","3","4","520506","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T11:10:59Z"
"spotify:track:5U0LFELYXyw4UCOzMxnXk4","Like This","School Of The Arts, t lavitz, Dave Weckl, Frank Gambale, John Patitucci, Jerry Goodman","School of the Arts","1","5","295160","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T11:18:23Z"
"spotify:track:4NblDSYmIWjNLb9ok9pRvE","Porquê","Carminho","Canto","1","4","139333","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T11:25:20Z"
"spotify:track:01t4DajjRtzzjV4SVXLWNW","Shenandoah","Yellowjackets","Cohearence","1","9","327253","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-06T11:30:55Z"
"spotify:track:5UNGNAZCk2mOWHIdcMbbhj","High Falutin' Blues","School Of The Arts, t lavitz, Dave Weckl, Frank Gambale, John Patitucci","School of the Arts","1","6","309813","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-08T15:50:47Z"
"spotify:track:6jUj5sqC0BH7xwbezIgvLS","Ligia (feat. João Gilberto)","Stan Getz, João Gilberto","The Best Of Two Worlds","1","3","320200","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-08T20:36:13Z"
"spotify:track:4aIM7jHmjPdbkGIYDsIoHm","Sweet Lips","Dave Valentin","The Most Essential Jazz Flute","1","2","365946","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-08T20:38:22Z"
"spotify:track:2f33GK2qmN8S0rXO56A3pn","Wasabi","Dave Valentin","Primitive Passions","1","9","239000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-08T20:39:30Z"
"spotify:track:1HrOivjoh47FtdT8RyJ7Zm","Enchantment","Dave Valentin","Primitive Passions","1","7","229693","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-08T20:40:23Z"
"spotify:track:7HD0G7E1LbwqDqjZnk4DHY","Pied Piper (Man of Song)","Dave Valentin","Pied Piper (Expanded Edition)","1","1","299666","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-08T20:40:39Z"
"spotify:track:0zTJDU0iPVP9HEoO2zigJU","...like Wildfire","Johannes Zetterberg","Equanimity","1","7","321908","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-12T15:39:14Z"
"spotify:track:3TpME7x4F0pee8ZhJffch9","The Wish","George Garzone, Sven Svalbe, Daniel Berry, Matt Hayes, Dan Mamrot, Tully Ingamells","The Monash Sessions","1","11","353960","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-12T15:44:56Z"
"spotify:track:20XOB9Wty8xSBt05ZqJZGi","Taiane","Hermeto Pascoal E Grupo","Mundo Verde Esperança","1","1","292866","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-12T16:01:44Z"
"spotify:track:7luVCCOipnTPUvoD2to5jS","Suite Escapism: Fantasy","Hiromi, Simon Phillips, Anthony Jackson","Move: The Trio Project","1","6","396520","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-12T16:04:27Z"
"spotify:track:4A0pEB5VlcziR0ViNAoFwm","Portrait","School Of The Arts, t lavitz, Dave Weckl, Frank Gambale, John Patitucci, Steve Morse","School of the Arts","1","4","380906","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-12T16:15:32Z"
"spotify:track:1dzYZkbnbMuC4NWzq5UCTJ","The Magic Hour","Kimbra","The Golden Echo (Deluxe Version)","1","15","271026","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-12T16:25:58Z"
"spotify:track:1WVfnTL1GkgRc9Pn2VHoFE","Pulse","Blu-Swing","BLU-SWING 10th ANNIVERSARY BEST","1","5","366826","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-12T20:36:23Z"
"spotify:track:6wBdD70Pz6YmuT1QYX0fZM","Pure Imagination","Scary Pockets, Sam Gendel","Funk Ninja","1","5","124993","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-21T21:53:29Z"
"spotify:track:0dWOiVQwoUYTtXD0VVgmJQ","Chega de Saudade","João Gilberto","Rosa Morena","1","5","121986","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-22T10:35:24Z"
"spotify:track:41hMxxMGTD38PTN10YMDKR","Palpite Infeliz","João Gilberto","Joao","1","8","233000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-22T10:55:46Z"
"spotify:track:5CVd9ignfgqFE7cCFOcAGu","Outra Vez","Nara Leão","Pure Bossa Nova","1","11","202173","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-22T10:59:00Z"
"spotify:track:0wrx7YMUJXIcThebT8XDz5","A Rã","João Donato","Quem É Quem","1","5","151826","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-22T11:14:58Z"
"spotify:track:6f3nZaMCLJv7F9B3gvOK4w","Palhaço","Egberto Gismonti","Circense","1","4","353800","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-22T11:35:16Z"
"spotify:track:3q2fLYW1wHMEhu6qISkAvp","Blind Faith","Haywyre","Panorama: Discover","1","6","174451","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-24T20:51:37Z"
"spotify:track:6WKZV5d0A36K3o8VXulpvK","I'm Not the Only One","Daniel Chia","Smooth Saxophone Covers, Vol. II","1","5","210027","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-03-24T21:47:16Z"
"spotify:track:5kDdv4J3xbbL0OVAn6Cit7","Safe","Shubh Saran","Becoming","1","3","334260","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-04-14T19:35:44Z"
"spotify:track:6iR7Tn2YBzbuMg8usssYod","The Spirit of","Brendan Eder Ensemble, Colleen Green, Veronica Bianqui","The Spirit of","1","1","277793","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-04-15T09:55:52Z"
"spotify:track:7nXpkjwDIYJJEoibBmrMju","The Nerve","Chris Potter, James Francies, Eric Harland","Circuits","1","3","510000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-04-26T15:33:01Z"
"spotify:track:4xx3UI7cLCk1awQPAPLeHj","Nuovo Cinema Paradiso","Ennio Morricone","Nuovo Cinema Paradiso (Original Motion Picture Soundtrack) [Remastered Edition]","1","23","178666","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-04-27T21:46:22Z"
"spotify:track:6oJ3a7vvXngLMkr7VtxvXQ","Caipi","Kurt Rosenwinkel","Caipi","1","1","236600","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-04-29T15:50:36Z"
"spotify:track:186W9AFedgM2HOBRN3re10","Black Villain Music","Ben Williams","Coming Of Age","1","1","266880","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-04-29T16:12:12Z"
"spotify:track:1kvbvC5bAOd4xzfUTxCpum","Exclamation","Chris Potter, James Francies, Eric Harland","Circuits","1","8","436520","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-04-29T17:49:07Z"
"spotify:track:0kWznH6jw365vAlVDJhW7s","Pickled!","Rafiq Bhatia","Strata EP","1","4","225171","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-04-29T19:21:09Z"
"spotify:track:1HSHOe07A4gtxBwSFhK5Pb","Captain Señor Mouse","Return To Forever","Hymn Of The Seventh Galaxy","1","3","541173","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-05-12T10:57:18Z"
"spotify:track:1yRJxz9DUXUP9POp855jaa","Becoming","Kamasi Washington","Becoming (Music from the Netflix Original Documentary)","1","2","128009","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-05-19T14:35:22Z"
"spotify:track:6zIu0K5WUR7JSEY5afugSY","Seeds","Anatole Muster, Jacob Mann, Coco Elane, Johannes Zetterberg","Seeds","1","1","182000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-05-19T14:35:32Z"
"spotify:track:7JEugxa6VEWZm45XEiVNT4","Es Vedra","Linkwood, Greg Foat","Linkwood & Foat","1","1","408588","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-05-19T18:09:35Z"
"spotify:track:7t2SYHQn8MAPXoL5HpskhY","Daylight","Laura Misch","Shaped by Who We Knew","1","1","197546","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-05-19T19:07:52Z"
"spotify:track:52YPcbhFF4HpiUAtUvjOQT","Jazz 104","Max Graef","Rivers Of The Red Planet","1","5","67943","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-05-19T19:09:16Z"
"spotify:track:1y9elxK89jRqVDXKkq8IRE","La Luna","Pedrito Martinez, Steve Gadd","The Pedrito Martinez Group","1","4","352779","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-05-20T13:32:25Z"
"spotify:track:72RpSAahlitp7MlL2GYAVs","Beijinhos","Kansas Smitty's","Summer","1","1","221186","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-05-27T10:49:01Z"
"spotify:track:1VGDOzh3V4tRNjuq0K7Hg0","July","Ben Wendel","The Seasons","1","7","367853","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-06-01T14:35:41Z"
